일련번호,최대승객수,최대선원수,출입항명,낚시어선영업구역명,낚시어선영업장소명,영업장소특수주소
66610,7,1,방아머리항,경기도  연안일원,경기도 안산시 단원구 대부북동 1955번지,
66611,20,2,도산면 구촌항,경상남도  관할수역,,
66612,7,1,영도구 하리항,부산광역시  연안일원,,
66613,21,1,명동항,경상남도  연안일원,,
66614,21,1,홍원항,충청남도  연안일원,,
66615,14,1,회변항,충청남도  연안일원,충청남도 보령시 천북면 하만리 130-16번지,
66616,7,1,신지항,전라남도  연안일원,전라남도 완도군 신지면 월양리 274번지,
66617,7,1,해운대구 우동항,부산광역시  연안일원,부산광역시 해운대구 우동 1399번지,
66618,20,2,완도항,전라남도  연안일원,전라남도 완도군 완도읍 가용리 1040번지 47호,
66619,8,1,대진항,강원도  연안일원,강원도 동해시 대진동 204-6번지,
66620,13,1,,전라남도 여수시 국동항,,
66621,9,1,,전라남도 여수시 국동항,,
66622,11,1,,전라남도 여수시 백야항,,
66623,11,1,,전라남도 여수시 힛도항,,
66624,11,1,다대항,경상남도  연안일원,경상남도 거제시 남부면 다대항,
66625,6,1,오천항,충청남도  연안일원,,
66626,21,1,오천항,충청남도  연안일원,,
66627,11,1,마검포항,충청남도  해상일원,충청남도 태안군 남면,
66628,7,1,사천시 팔포항,경상남도  연안일원,사천시 동금동 579-2,
66629,5,1,사천시 팔포항,경상남도  연안일원,사천시 동금동 579-2,
66630,17,1,하일면 용암포항,경상남도  연안일원,경상남도 고성군 하일면 춘암리 906-2,
66631,21,1,통영(미수)항,경상남도  관할수역,,
66632,21,1,고흥군 도양읍,전라남도 연안일원,고흥군 관내,
66633,21,1,명동항,경상남도  연안일원,,
66634,17,1,안흥외항,충청남도  연안일원,충청남도 태안군 근흥면 안흥외항,
66635,10,1,다대항,부산광역시  연안일원,부산광역시 사하구 다대동 798번지 1호,
66636,7,1,신안군 흑산면 상태도항,전라남도  연안일원,,
66637,21,1,안흥외항,충청남도  연안일원,충청남도 태안군 근흥면 안흥외항,
66638,11,1,울진군 죽변면,경상북도  연안일원,경상북도 울진군 죽변면 죽변리 36번지 88호 죽변항방파제보강공사현장사무실,
66639,10,1,인평동 국치항,경상남도  관할수역,인평동(국치항),
66640,7,1,봉우항,경상남도  연안일원,경상남도 남해군 설천면 금음리 686번지,
66641,5,1,소포항,경상남도 연안일원(뒷면참조),창원시 마산합포구 진전면 소포항,
66642,5,1,고흥군 도양읍,전라남도  연안일원,,
66643,8,1,공수항,부산광역시  연안일원,부산광역시 기장군 기장읍 내리 792번지 삼정그린코아 더베스트,
66644,7,1,당암항,충청남도  해상일원,충청남도 태안군 남면,
66645,8,1,대항새바지,부산광역시  연안일원,,
66646,21,1,공현진항,강원도  연안일원,강원도 고성군 죽왕면 공현진리 55번지 6호 공현진낚시마트,
66647,17,1,,전라남도 여수시 국동항,,
66648,11,1,흑산면 가거도,전라남도  연안일원,,
66649,20,2,,,,
66650,18,1,흑산면 가거도항,전라남도  연안일원,,
66651,6,1,흑산면 홍도항,전라남도  연안일원,,
66652,9,1,명동항,경상남도  연안일원,,
66653,7,1,대항항,부산광역시  연안일원,,
66655,21,1,,전라남도 여수시 성두항,,
66656,8,1,,전라남도 여수시 국동항,,
66657,11,1,,전라남도 여수시 국동항,,
66658,21,1,,전라남도 여수시 국동항,,
66659,8,1,아야진항,강원도  연안일원,강원도 고성군 토성면 아야진리 56번지 4호,
66660,8,1,열호항,충청남도  연안일원,,
66661,16,2,,충청남도  연안일원,서면 도둔리,
66662,11,1,낙산항,강원도  연안일원,낙산항,
66663,16,2,오천항,충청남도  연안일원,,
66664,14,1,내포항,충청남도  연안일원,안면읍,
66665,11,1,영해면 대진항,경상북도  연안일원,경상북도 영덕군 영해면 대진리 394번지,
66666,8,1,설악항,강원도  연안일원,강원도 속초시 대포동 799번지 5호,
66667,10,1,안흥외항,충청남도  연안일원,충청남도 태안군 근흥면 안흥외항,
66668,15,1,"통개항, 신진도항",충청남도  연안일원,충청남도 태안군 소원면 파도리 819번지 1호,
66669,20,2,산양읍 세포항,경상남도  관할수역,산양읍(세포항),
66670,8,1,속천항,경상남도  연안일원,,
66671,9,1,아지랑항,경상남도  연안일원,경상남도 거제시 거제면 아지랑항,
66672,21,1,원북면 학암포항,충청남도  연안일원,,
66673,21,1,지세포항,경상남도  연안일원,경상남도 거제시 일운면 지세포항,
66674,10,1,서귀포항,제주특별자치도  연안일원,,
66675,8,1,법환항,제주특별자치도  연안일원,법환항,
66676,15,1,남항부두,인천광역시 및 경기도 해역,인천광역시 중구 항동7가 27번지 171호,
66677,11,1,예구항,경상남도  연안일원,경상남도 거제시 일운면 예구항,
66678,5,1,삼산면 장곳항,인천광역시및경기도  연안일원,인천광역시 강화군 삼산면 석모리 4번지 3호,
66679,8,1,한진포구,충청남도  연안일원,한진포구,
66680,8,1,오천항,충청남도  연안일원,,
66681,15,2,남당항,충청남도  연안일원,충청남도 홍성군 서부면 궁리 387번지 2호,
66682,11,1,신리항,충청남도  연안일원,충청남도 홍성군 서부면 판교리 878번지 6호,
66683,21,1,사천시 신향항,경상남도  연안일원,사천시 향촌동 678-1,
66684,5,1,명동항,경상남도  연안일원,,
66685,7,1,장호항,강원도  연안일원,강원도 삼척시 근덕면 장호리 3번지 1호 장호항어민대기소,
66686,17,1,통개항,충청남도  연안일원,충청남도 태안군 소원면 파도리 763번지,
66687,3,1,회진항,전라남도  연안일원,,
66688,10,1,신암항,부산광역시  연안일원,경상남도 양산시 물금읍 가촌리 1302번지 1호 양산 대방노블랜드 연리지(3차),
66689,7,1,갈곶항,경상남도  연안일원,경상남도 거제시 남부면 갈곶항,
66690,7,1,묵호항,강원도  연안일원,강원도 동해시 발한동 27번지 2호 묵호항,
66691,8,1,,제주특별자치도  연안일원,제주특별자치도 제주시 추자면 신양리 422번지 4호,
66692,6,1,고금항,전라남도  연안일원,전라남도 완도군 고금면 도남리 241번지 1호,
66693,8,1,,제주특별자치도  연안일원,제주특별자치도 제주시 추자면 신양리 422-4번지,
66694,9,1,고흥군 도화면,전라남도  연안일원,,
66695,11,1,신온항,충청남도  해상일원,충청남도 태안군 남면,
66696,6,1,개목항,충청남도  연안일원,충청남도 태안군 소원면 의항리 78번지,
66697,16,1,대천항,충청남도  연안일원,,
66698,11,1,맥전포항,경상남도  연안일원,경상남도 고성군 하일면 춘암리 781번지 1호,
66699,4,1,오분항,강원도  연안일원,,
66700,8,1,감포읍 감포항,경상북도  연안일원,경주시 감포읍 감포항 연안,
66701,8,1,남당항(오천항),충청남도  연안일원,충청남도 홍성군 서부면 남당리 863번지,
66702,11,1,고흥군 봉래면,전라남도  연안일원,고흥군 관내,
66703,9,1,고현면 갈화항,경상남도  연안일원,경상남도 남해군 고현면 갈화리 170번지 1호,
66704,4,1,고현면 갈화항,경상남도  연안일원,경상남도 남해군 고현면 갈화리 170번지 1호,
66705,8,1,영일만항,경상북도  연안일원,경상북도 포항시 북구 흥해읍 용한리 886번지 영일만항 운영사무실,
66706,17,1,회변항,충청남도  연안일원,,
66707,11,1,사천시 삼천포항,경상남도  연안일원,사천시 동금동 579-2,
66708,6,1,설천면 봉우항,경상남도  연안일원,경상남도 남해군 설천면 문항리 391번지 4호,
66709,7,1,방포항,충청남도  연안일원,,
66710,21,1,고남면 영목항,충청남도  연안일원,충청남도 태안군 고남면,
66711,8,1,대포-근포항,경상남도  연안일원,경상남도 거제시 남부면 대포-근포항,
66712,8,1,마검포항,충청남도  해상일원,충청남도 태안군 남면,
66713,8,1,영도구 하리항,부산광역시  연안일원,,
66714,11,1,시흥시 오이도항,경기도및인천광역시 연안일원,시흥시 정왕동 오이도항,
66715,8,1,산양읍 모상항,경상남도  관할수역,산양읍(모상항),
66716,4,1,지포항,경상남도  연안일원,경상남도 고성군 하일면 송천리 148번지 2호,
66717,4,1,,전라남도  연안일원,전라남도 장흥군 회진면 회진리 873번지 1호,
66718,8,1,화순항,제주특별자치도  연안일원,제주특별자치도 서귀포시 안덕면 화순리 464번지,
66719,8,1,한진포구,충청남도  연안일원,충청남도 당진시 송악읍 한진리 376번지,
66720,7,1,남애항,강원도  연안일원,남애항,
66721,14,1,안흥외항,충청남도  연안일원,충청남도 태안군 근흥면 안흥외항,
66722,6,1,사천시 삼천포항,경상남도  연안일원,사천시 어시장길 64,
66723,3,1,노화항,전라남도  연안일원,전라남도 완도군 노화읍 동천리 1022번지 2호,
66724,11,1,백야항,전라남도 여수시 백야항,,
66725,8,1,중왕항,"충남해상,경기도 공동영업구역",,
66726,9,1,,충청남도  연안일원,,
66727,11,1,구조라항,경상남도  연안일원,경상남도 거제시 일운면 구조라항,
66728,8,1,미조항,경상남도  연안일원,경상남도 남해군 미조면 미조리 185번지,
66729,21,1,구조라항,경상남도  연안일원,경상남도 거제시 일운면 구조라항,
66730,9,1,,전라남도 여수시 심포항,,
66731,4,1,명동항,경상남도  연안일원,,
66732,17,1,학성항,충청남도  연안일원,,
66733,8,1,당암항,충청남도  해상일원,충청남도 태안군 남면,
66734,6,1,항촌항,경상남도  연안일원,경상남도 남해군 남면 선구리 530번지 2호,
66735,21,1,국동항,전라남도 여수시 진두항,,
66736,11,1,장고항,충청남도  연안일원,,
66737,11,1,영도구 하리항,부산광역시  연안일원,,
66738,21,1,영일만항,경상북도  연안일원,,
66739,8,1,외포항,경상남도  연안일원,경상남도 거제시 장목면 외포항,
66740,16,1,도비도항,충청남도  연안일원,,
66741,21,1,송지면 땅끝항,전라남도  연안일원,,
66742,3,1,,전라남도 여수시 공정뒤항,,
66743,4,1,고흥군 도양읍,전라남도  연안일원,,
66744,8,1,서귀포시 하효항,제주특별자치도  연안일원,,
66745,10,1,,제주특별자치도  연안일원,,
66746,21,1,산양읍 이운항,경상남도  관할수역,산양읍(이운항),
66747,2,1,임원항,강원도  연안일원,강원도 삼척시 원덕읍 임원항,
66748,5,1,,전라남도 여수시 소호항,,
66749,7,1,용남면 견유항,경상남도  관할수역,용남면(견유항),
66750,14,1,사천시 팔포항,경상남도  연안일원,사천시 팔포3길 56-45,
66751,20,2,,전라남도 여수시 항대항,,
66752,8,1,애월항,제주특별자치도  연안일원,제주특별자치도 제주시 애월읍 애월리 1772번지 10호,
66753,21,1,,전라남도 여수시 국동항,,
66754,5,1,,전라남도 여수시 국동항,,
66755,8,1,산양읍(모상항),경상남도 관할수역,산양읍(모상항),
66756,8,1,몽산포항,충청남도  해상일원,충청남도 태안군 남면,
66757,8,1,구조라항,경상남도  연안일원,경상남도 거제시 일운면 구조라항,
66758,7,1,,전라남도  연안일원,,
66759,20,2,,전라남도 여수시 국동항,,
66760,7,1,영도구 하리항,부산광역시  연안일원,,
66761,11,1,미개항,충청남도  연안일원,,
66762,8,1,광암항,경상남도 연안일원(뒷면참조),창원시 마산합포구 진동면 광암항,
66763,17,1,무창포항,충청남도  연안일원,,
66764,10,1,고남면 그늘미항,충청남도  연안일원,충청남도 태안군 고남면,
66765,8,1,삼척시 장호항,강원도  연안일원,강원도 삼척시 장호항,
66766,7,1,장호항,강원도  연안일원,강원도 삼척시 근덕면 장호항,
66767,11,1,신양항,제주특별자치도  연안일원,제주특별자치도 제주시 추자면 신양리 442번지,
66768,18,1,,전라남도 여수시 국동항,,
66769,11,1,,전라남도 여수시 국동항,,
66770,11,1,,전라남도 여수시 국동항,,
66771,5,1,,전라남도 여수시 신기항,,
66772,8,1,,울산광역시  연안일원,울산광역시 남구 매암동 579번지 19호 어업지도선사무소,
66773,17,1,,전라남도 여수시 국동항,,
66774,20,2,,전라남도 여수시 독정항,,
66775,8,1,구룡포항,경상북도  연안일원,경상북도 포항시 남구 구룡포읍 구룡포리 954번지 2호 구룡포대게유통센타,
66776,5,1,수치항,경상남도  연안일원,,
66777,21,1,포교항,경상남도  연안일원,경상남도 고성군 삼산면 두포리 1083번지,
66778,7,1,한림읍,제주특별자치도  연안일원,제주특별자치도 제주시 한림읍 한림리 1314번지 79호,
66779,20,2,임회면 서망항,전라남도  연안일원,,
66780,10,1,대항항,부산광역시  연안일원,,
66781,20,2,군산항,전라북도  연안일원,,
66782,11,1,녹산항,경상남도  연안일원,거제시 둔덕면 연안일원,
66783,20,2,,전라남도 여수시 소호항,,
66784,21,1,,전라남도 여수시 소호항,,
66785,20,2,,전라남도 여수시 돌산항,,
66786,21,1,,전라남도 여수시 거문항,,
66787,21,1,,전라남도 여수시 국동항,,
66788,5,1,,전라남도 여수시 장등항,,
66789,10,1,다대포항,부산광역시  연안일원,부산광역시 사하구 다대동 798번지 1호,
66790,7,1,다대포항,부산광역시  연안일원,부산광역시 사하구 다대동 798번지 1호,
66791,20,2,,전라남도 여수시 항대항,,
66792,16,1,홍원항,충청남도  연안일원,서면 도둔리,
66793,21,1,홍원항,충청남도  연안일원,서면 도둔리,
66794,8,1,대천항,충청남도  연안일원,,
66795,7,1,사천시 팔포항,경상남도  연안일원,사천시 동금동 579-2,
66796,21,1,오천항,충청남도  연안일원,,
66797,10,1,대항항,부산광역시  연안일원,,
66798,18,1,군산항,전라북도  연안일원,,
66799,5,1,내도항,경상남도  연안일원,경상남도 거제시 일운면 내도항,
66800,17,1,군산항,전라북도  연안일원,,
66801,20,2,방어진항,울산광역시  연안일원,울산광역시 동구 방어동 204번지 1호,
66802,17,1,완도항,전라남도  연안일원,전라남도 완도군 완도읍 군내리 1240번지 13호,
66803,21,1,고흥군 도양읍,전라남도  연안일원,,
66804,3,1,고흥군 도양읍,전라남도  연안일원,,
66805,11,1,고흥군 봉래면,전라남도  연안일원,,
66806,11,1,청산항,충청남도  연안일원,,
66807,7,1,다대항,부산광역시  연안일원,부산광역시 사하구 다대동 798번지 1호,
66808,7,1,호곡항,경상남도  연안일원,경상남도 거제시 둔덕면 호곡항,
66809,7,1,영도구 하리항,부산광역시  연안일원,,
66810,20,2,산양읍 삼덕항,경상남도  관할수역,산양읍(삼덕항),
66811,11,1,,전라남도 여수시 국동항,,
66812,4,1,,제주특별자치도  연안일원,제주특별자치도 제주시 우도면 연평리 2649번지 1호,
66813,16,1,한경면 고산항,제주특별자치도  연안일원,제주특별자치도 제주시 한경면 고산리 3612번지,
66814,21,1,,전라남도 여수시 돌산항,,
66815,21,1,,전라남도 여수시 국동항,,
66816,21,1,군산항,"군산항,옥도면",,
66817,21,1,"군산항, 옥도면",전라북도  연안일원,,
66818,10,2,추자항,제주특별자치도  연안일원,제주특별자치도 제주시 추자면 대서리 2번지 2호,
66819,21,1,명동항,경상남도  연안일원,,
66820,16,1,보령시(학성항),충청남도  연안일원,,
66821,16,1,보령시(회변항),충청남도  연안일원,,
66822,11,1,영목항,충청남도  연안일원,,
66823,7,1,고흥군 도화면,전라남도  연안일원,고흥군관내,
66824,21,1,산양읍 삼덕항,경상남도  관할수역,산양읍(삼덕항),
66825,8,1,고남면 구매항,충청남도  연안일원,충청남도 태안군 고남면,
66826,7,1,용남면죽촌항,경상남도  관할수역,용남면(죽촌항),
66827,7,1,도산면 유촌항,경상남도  관할수역,도산면(유촌항),
66828,4,1,,전라남도  연안일원,,
66829,10,1,안흥내항,충청남도  연안일원,충청남도 태안군 근흥면 안흥내항,
66830,7,1,,전라남도 여수시 국동항,,
66831,2,1,,청송군 파천면 어천리 지선,,
66832,2,1,,경상북도  연안일원,경상북도 청송군 파천면 송강리 290-8번지,
66833,6,1,,전라남도  연안일원,전라남도 완도군 완도읍 군내리 산 90번지 5호 기쁨교회,
66834,21,1,대천항,충청남도  연안일원,,
66835,15,1,대천항,충청남도  연안일원,,
66836,11,1,대포-근포항,경상남도  연안일원,경상남도 거제시 남부면 대포-근포항,
66837,4,1,명동항,경상남도  연안일원,,
66838,20,2,,전라남도 여수시 돌산항,,
66839,8,1,,부산광역시  연안일원,부산광역시 기장군 일광면 문중리 17번지 우리동네횟집,
66840,20,2,,전라남도 여수시 국동항,,
66841,14,1,,전라남도 여수시 백야항,,
66842,20,1,군산항,전라북도  연안일원,,
66843,21,1,군산항,전라북도  연안일원,,
66844,21,1,탄도항,경기도  연안일원 (탄도항),경기도 안산시 단원구 대부북동 1955번지,
66845,21,1,진해구,경상남도  연안일원,,
66846,21,1,,전라남도 여수시 국동항,,
66847,16,1,고남면 영목항,충청남도  연안일원,충청남도 태안군 고남면,
66848,5,1,신리항,울산광역시  연안일원,,
66849,7,1,점암면 여호항,전라남도  연안일원,,
66850,4,1,항촌항,경상남도  연안일원,경상남도 남해군 남면 선구리 657번지 2호,
66851,14,1,미조항,경상남도  연안일원,경상남도 남해군 미조면 송정리 546번지,
66852,11,1,사천시 삼천포항,경상남도  연안일원,사천시 서금동 148,
66853,18,1,난지항,충청남도  연안일원,,
66854,21,1,성포항,경상남도  연안일원,거제시 사등면 성포항,
66855,21,1,당암항,충청남도  해상일원,충청남도 태안군 남면,
66856,21,1,,제주특별자치도  연안일원,제주특별자치도 제주시 한경면 고산리 2490번지,
66857,8,1,인천시 옹진군 대청면,인천광역시  연안일원,,
66858,21,1,도화면,전라남도  연안일원,,
66859,11,1,,전라남도 여수시 신덕항,,
66860,7,1,대항항,부산광역시  연안일원,,
66861,9,1,신향항,경상남도  연안일원,사천시 향촌동 678-13,
66862,11,1,지세포항,경상남도  연안일원,경상남도 거제시 지세포 일원,
66863,17,1,군산항,전라북도  연안일원,,
66864,11,1,탑포항,경상남도  연안일원,경상남도 거제시 남부면 탑포리 64번지 2호,
66865,5,1,오이도항,경기도및인천광역시 연안일원,,
66866,14,1,홍원항,충청남도  연안일원,서면 도둔리,
66867,8,1,무창포항,충청남도  연안일원,,
66868,17,1,화원면 별암항,전라남도  연안일원,,
66869,8,1,,전라남도  연안일원,전라남도 목포시 산정동 북항,
66870,7,1,오호항,강원도  연안일원,강원도 고성군 죽왕면 오호리 170번지 38호,
66871,17,1,화원면 별암항,전라남도  연안일원,,
66872,11,1,와현항,경상남도  연안일원,경상남도 거제시 일운면 와현항,
66873,6,1,사천시 늑도항,경상남도  연안일원,사천시 늑도동 40-5,
66874,4,1,원전항,경상남도 연안일원(뒷면참조),창원시 마산합포구 구산면 심리 원전항,
66875,4,1,간월도항,"충남해상,경기도 공동영업구역",,
66876,5,1,속천항,경상남도  연안일원,,
66877,20,2,여수시 국동항,전라남도 여수시 진목항,,
66878,17,1,무창포항,충청남도  연안일원,,
66879,10,1,무창포항,충청남도  연안일원,,
66880,20,2,산양읍 상장항,경상남도  관할수역,산양읍(상장항),
66881,9,1,우정읍 석천항,경기도  연안일원,,
66882,11,1,아야진항,강원도  연안일원,강원도 고성군 토성면 아야진리 산 16번지 1호,
66883,4,1,문암1리항,강원도  연안일원,강원도 고성군 죽왕면 문암진리 10번지 38호,
66884,10,1,사천시 실안항,경상남도  연안일원,사천시 실안동 875-23,
66885,11,1,아야진항,강원도  연안일원,강원도 고성군 토성면 천진리 177번지,
66886,11,1,사천시 팔포항,경상남도  연안일원,사천시 동금동 579-2,
66887,7,1,사천시 삼천포항,경상남도  연안일원,사천시 동금동 579-2,
66888,4,1,신전항,경상남도  연안일원,경상남도 거제시 사등면 신전항,
66889,8,1,홍원항,충청남도  연안일원,서면 도둔리,
66890,20,2,,전라남도 여수시 국동항,,
66891,8,1,마검포항,충청남도  해상일원,충청남도 태안군 남면,
66892,14,1,고남면 영목항,충청남도  연안일원,충청남도 태안군 고남면,
66893,7,1,신온항,충청남도  해상일원,충청남도 태안군 남면,
66894,8,1,성포항,경상남도  연안일원,경상남도 거제시 사등면 성포항,
66895,11,1,통영시 인평항,경상남도 관할수역,통영시(인평항),
66896,21,1,산양읍 연명항,경상남도  관할수역,산양읍(연명항),
66897,17,1,무창포항,충청남도  연안일원,,
66898,20,2,작금항,전라남도 여수시 국동항,,
66899,9,1,강릉항,강원도  연안일원,강원도 강릉시 포남동 1198번지 1호 대주빌라,
66900,8,1,사천시 팔포항,경상남도  연안일원,사천시 동금동 579-2,
66901,17,1,대천항,충청남도  연안일원,,
66902,10,1,내포항,충청남도  연안일원,,
66903,17,1,장은항,충청남도  연안일원,,
66904,8,1,소도항,충청남도  연안일원,,
66905,17,1,대천항,충청남도  연안일원,,
66906,11,1,대야도항,충청남도  연안일원,,
66907,15,1,통영시 도남항,경상남도  관할수역,통영시(도남항),
66908,21,1,제주항,제주특별자치도  연안일원,제주특별자치도 제주시 건입동 984번지 6호,
66909,21,1,산양읍 중화항,경상남도  관할수역,산양읍(중화항),
66910,8,1,고남면 구매항,충청남도  연안일원,충청남도 태안군 고남면,
66911,6,1,대천항,충청남도  연안일원,,
66912,20,2,영흥면(진두항),인천광역시  및경기도연안일원,영흥면(진두항),
66913,6,1,민락항,부산광역시  연안일원,부산광역시 수영구 민락동 113번지 32호 수산업협동조합,
66914,20,1,,전라남도 여수시 국동항,,
66915,20,1,무창포항,충청남도  연안일원,충남 보령시 웅천읍,
66916,21,1,쪽박항,경상남도  연안일원,경상남도 거제시 동부면 쪽박항,
66917,3,1,,전라남도  연안일원,전라남도 진도군 의신면 금갑리 665번지 15호 목포해경수품출장소,
66918,8,1,고남면 장곰항,충청남도  연안일원,충청남도 태안군 고남면,
66919,21,1,제부항,인천경기 및 충남공동영업구역,경기도 화성시 서신면 제부리 41번지 1호,
66920,9,1,장고항항,충청남도  연안일원,충청남도 당진시 석문면 장고항항,
66921,5,1,고흥군 도양읍,전라남도  연안일원,,
66922,21,1,형산강 하구,경상북도  연안일원,경상북도 포항시 남구 송도동,
66923,5,1,능포항,경상남도  연안일원,경상남도 거제시 능포동,
66924,8,1,견내량항,경상남도  연안일원,경남 거제시 둔덕면 연안일원,
66925,6,1,다대항,부산광역시  연안일원,,
66926,11,1,진목항,부산광역시  연안일원,,
66927,11,1,천성항,부산광역시  연안일원,,
66928,20,2,마량항,충청남도  연안일원,,
66929,4,1,오송항,경상남도  연안일원,경상남도 동부면 오송항 일원,
66930,8,1,오송항,경상남도  연안일원,경상남도 거제시 동부면 일원,
66931,8,1,대변항,부산광역시  연안일원,부산광역시 기장군 기장읍 대변리 417번지 1호,
66932,20,2,,전라남도 여수시 국동항,,
66933,21,1,완도항,전라남도  연안일원,전라남도 완도군 완도읍 가용리 1040번지 47호,
66934,17,1,홍원항,충청남도  연안일원,서면 도둔리,
66935,4,1,,경상남도  관할수역,,
66936,20,2,대천항,충청남도  연안일원,,
66937,8,1,"구매항, 영목항",충청남도  연안일원,,
66938,21,1,회진항,전라남도  연안일원,전라남도 장흥군 회진면 회진리 2138번지 12호,
66939,5,1,완도항,전라남도  연안일원,전라남도 완도군 완도읍 망석리 979번지 6호,
66940,18,1,부산 서구 암남항,부산광역시  연안일원,,
66941,11,1,삼목항,인천광역시 및 경기도 해역,인천광역시 중구 운서동 2508번지 67호 삼목여객터미널,
66942,4,1,하동군 금성면,하동군 선착장에서 3마일이내,하동군 금성면,
66943,3,1,하동군 금남면,하동군 선착장에서 3마일이내,경상남도 하동군 금남면 송문리 724번지,
66944,11,1,봉래면,전라남도  연안일원,,
66945,21,1,남구 용호항,부산광역시  연안일원,,
66946,20,2,임회면 서망항,전라남도  연안일원,전라남도 임회면 서망항,
66947,11,1,한산면 소매물도항,경상남도  관할수역,한산면(소매물도항),
66948,7,1,한산면 죽도항,경상남도  관할수역,한산면(죽도항),
66949,20,2,군산항,전라북도  연안일원,,
66950,8,1,오천항,충청남도  연안일원,,
66951,7,1,대천항,충청남도  연안일원,,
66952,9,1,대천항,충청남도  연안일원,,
66953,10,1,다대포항,부산광역시  연안일원,부산광역시 사하구 다대동 798번지 1호,
66954,6,1,기사문항,강원도  연안일원,현북면 기사문항,
66955,21,1,기장군 월내항,부산광역시  연안일원,부산광역시 기장군 장안읍 월내리 554번지 22호 솔밭횟집,
66956,6,1,월내항,부산광역시  연안일원,부산광역시 기장군 장안읍 월내리 554번지 22호 솔밭횟집,
66957,20,2,,전라남도 여수시 소호항,,
66958,21,1,,전라남도 여수시 당두항,,
66959,20,2,,전라남도 여수시 국동항,,
66960,11,1,,전라남도 여수시 독정항,,
66961,20,2,,전라남도 여수시 소호항,,
66962,8,1,,전라남도 여수시 신기항,,
66963,11,1,,전라남도 여수시 월전항,,
66964,8,1,송정항,울산광역시  연안일원,송정항,
66965,4,1,송정항,울산광역시  연안일원,,
66966,5,1,명동항,경상남도  연안일원,,
66967,20,1,,전라남도 여수시 돌산항,,
66968,0,0,,,,
66969,20,2,인천광역시 미추홀구,,,
66970,18,1,,,,
66971,,,인천광역시 미추홀구,,,
66972,,,인천광역시 미추홀구,,,
66973,,,인천항,,,
66974,20,2,,,,
66975,18,1,인천광역시 미추홀구,,,
66976,20,2,인천광역시 미추홀구,,,
66977,13,1,인천광역시 미추홀구,,,
66978,18,1,인천광역시 미추홀구,,,
66979,10,2,인천광역시 미추홀구,,,
66980,17,2,인천광역시 미추홀구,,,
66981,12,2,인천동구 만석부두,인천및경기도,인천광역시및 경기도일원,
66982,17,2,인천중구연안부두,인천및경기도일원,인천광역시및경기도일원,
66983,10,2,인천동구만석부두,인천및경기도일원,인천광역시및경기도일원,
66984,20,2,인천동구만석부두,인천및경기도일원,인천광역시및 경기도일원,
66985,16,2,동구만석부두,,인천광역시및 경기도일원,
66986,11,1,동구만석부두,,인천광역시및 경기도일원,
66987,,,2872035000,,인천광역시 및 경기도 일원,
66988,0,0,,,,
66989,20,2,,인천광역시 및경기도연안일원,,
66990,15,2,연안부두,,인천광역시및 경기도일원,
66991,22,2,동구만석부두,,인천광역시및 경기도일원,
66992,18,1,남항부두,,인천광역시및 경기도일원,
66993,20,2,28170000,,,
66994,20,2,,,,
66995,11,1,,,만석부두,
66996,20,2,,인천광역시 및 경기도연안일원,인천 중구 연안부두,
66997,20,2,인천광역시 미추홀구,,,
66998,11,1,인천광역시 미추홀구,,,
66999,12,2,인천동구,,,
67000,12,2,인천동구,,,
67001,18,1,인천광역시 미추홀구,,,
67002,12,1,옹진 영흥,,,
67003,13,1,인천광역시 미추홀구,,,
67004,13,1,인천광역시 미추홀구,,,
67005,13,1,인천광역시 미추홀구,인천광역시 및 경기도연안,동구 만석부두,
67006,13,1,인천광역시 미추홀구,인천광역시 및 경기도연안일원,만석부두,
67007,11,1,인천항,,만석부두,
67008,14,1,인천광역시 미추홀구,인천 및 경기도 연안,,
67009,2,20,인천광역시 미추홀구,인천해역,동구만석부두,
67010,18,1,인천광역시 미추홀구,,동구 만석부두,
67011,10,2,인천광역시 미추홀구,,,
67012,20,2,,인천광역시 및 경기도연안일원,옹진군 영흥면 내리 선착장,
67013,20,2,옹진 덕적,,인천 연안부두,
67014,20,2,인천광역시 미추홀구,인천광역시 및 경기도연안일원,동구 만석부두,
67015,11,1,인천광역시 미추홀구,인천광역시 및 경기도연안일원,동구 만석부두,
67016,20,2,,인천 및 경기도,연안부두,
67017,15,1,인천광역시 미추홀구,인천광역시 및 경기도 일원,동구 만석부두,
67018,12,1,옹진 영흥,,연안부두,
67019,14,1,인천광역시 미추홀구,인천광역시 및 경기도연안,만석부두,
67020,20,2,인천광역시 미추홀구,인천 및 경기도해역일원,남항부두,
67021,10,2,인천광역시 미추홀구,,만석부두,
67022,,,인천광역시 미추홀구,,연안부두,
67023,20,2,인천광역시 미추홀구,인천 및 경기도 해역 일원,만석부두,
67024,20,2,,인천 및 경기도해역일원,연안부두,
67025,22,2,인천광역시 미추홀구,,인천 만석 부두,
67026,18,1,인천광역시 미추홀구,인천광역시 및 경기도 해역일원,만석부두,
67027,20,2,,인천광역시 및 경기도 연안일원,연안부두,
67028,15,1,인천광역시 미추홀구,,만석부두,
67029,18,1,인천광역시 미추홀구,인천광역시 및 경기도 해역일원,남항부두,
67030,20,2,,,인천연안부두,
67031,,,,인천 및 경기도 해역일원,인천 및 경기도 해역일원(연안부두),
67032,20,2,군산항,전라북도  연안일원,,
67033,17,1,군산항,전라북도  연안일원,,
67034,4,1,신안군 압해읍 신장항,전라남도  연안일원,,
